callID, phoneNumber, Line, destPhoneNumber, startDate, endDate, startTime, endTime, Type, Cost
136,01866777777,1,52888888888,10/01/2014,10/01/2014,21:15:00,21:36:00,Intl,630.0
137,01866777777,0,07715888888,11/02/2014,11/02/2014,18:30:00,18:34:00,Mobile,100.0
138,01866777777,0,01868888888,04/02/2014,04/02/2014,21:25:00,21:40:00,Local,60.0
139,01866777777,1,07715888888,26/01/2014,26/01/2014,21:20:00,21:30:00,Mobile,150.0
140,01866777777,1,01868888888,15/02/2014,15/02/2014,16:15:00,16:30:00,Local,60.0
141,01866777777,1,01868888888,08/01/2014,08/01/2014,19:35:00,19:50:00,Local,60.0
142,01866777777,0,07715888888,23/01/2014,23/01/2014,20:15:00,20:19:00,Mobile,100.0
143,01866777777,0,01868888888,16/01/2014,16/01/2014,17:25:00,17:40:00,Local,60.0
144,01866777777,0,01868888888,08/02/2014,08/02/2014,20:35:00,20:50:00,Local,60.0
145,01866777777,0,01868888888,05/01/2014,05/01/2014,21:25:00,21:57:00,Local,32.0
146,01866777777,1,01868888888,07/02/2014,07/02/2014,22:00:00,22:15:00,Local,60.0
147,01866777777,1,52888888888,14/01/2014,14/01/2014,09:25:00,09:46:00,Intl,630.0
148,01866777777,1,01868888888,26/01/2014,26/01/2014,15:20:00,15:52:00,Local,32.0
149,01866777777,0,01868888888,26/01/2014,26/01/2014,07:10:00,07:42:00,Local,32.0
150,01866777777,1,01868888888,19/02/2014,19/02/2014,21:25:00,21:40:00,Local,60.0
151,01866777777,0,07715888888,02/02/2014,02/02/2014,18:30:00,18:40:00,Mobile,150.0
152,01866777777,1,01868888888,10/02/2014,10/02/2014,18:05:00,18:37:00,Local,32.0
153,01866777777,0,08700158888,14/02/2014,14/02/2014,20:45:00,20:53:00,National,64.0
154,01866777777,0,52888888888,29/01/2014,29/01/2014,18:15:00,18:36:00,Intl,630.0
155,01866777777,1,07715888888,22/02/2014,22/02/2014,17:10:00,17:14:00,Mobile,100.0
156,01866777777,1,01868888888,17/02/2014,17/02/2014,13:45:00,14:17:00,Local,32.0
157,01866777777,1,01868888888,14/02/2014,14/02/2014,18:55:00,19:10:00,Local,60.0
158,01866777777,0,01868888888,23/02/2014,23/02/2014,20:05:00,20:37:00,Local,32.0
159,01866777777,1,01868888888,06/02/2014,06/02/2014,21:25:00,21:40:00,Local,60.0
160,01866777777,1,01868888888,06/02/2014,06/02/2014,19:20:00,19:35:00,Local,60.0
161,01866777777,0,01868888888,19/02/2014,19/02/2014,17:55:00,18:10:00,Local,60.0
162,01866777777,0,01868888888,31/12/2013,31/12/2013,18:55:00,19:10:00,Local,60.0
163,01866777777,1,07715888888,19/01/2014,19/01/2014,16:05:00,16:15:00,Mobile,150.0
164,01866777777,0,52888888888,05/01/2014,05/01/2014,15:35:00,16:01:00,Intl,650.0
165,01866777777,1,52888888888,05/02/2014,05/02/2014,20:15:00,20:36:00,Intl,630.0
166,01866777777,0,01868888888,03/01/2014,03/01/2014,21:45:00,22:00:00,Local,60.0
167,01866777777,1,08700158888,16/02/2014,16/02/2014,19:20:00,19:41:00,National,84.0
168,01866777777,1,01868888888,12/02/2014,12/02/2014,11:15:00,11:30:00,Local,60.0
169,01866777777,1,52888888888,05/01/2014,05/01/2014,11:35:00,12:01:00,Intl,650.0
170,01866777777,1,01868888888,02/02/2014,02/02/2014,19:10:00,19:42:00,Local,32.0
171,01866777777,0,07715888888,30/12/2013,30/12/2013,18:00:00,18:10:00,Mobile,150.0
172,01866777777,1,01868888888,04/02/2014,04/02/2014,22:15:00,22:30:00,Local,60.0
173,01866777777,1,01868888888,22/01/2014,22/01/2014,16:15:00,16:30:00,Local,60.0
174,01866777777,0,01868888888,16/01/2014,16/01/2014,20:35:00,20:50:00,Local,60.0
175,01866777777,0,01868888888,05/02/2014,05/02/2014,21:00:00,21:15:00,Local,60.0
176,01866777777,1,01868888888,13/02/2014,13/02/2014,12:20:00,12:35:00,Local,60.0
177,01866777777,1,07715888888,03/01/2014,03/01/2014,17:45:00,17:49:00,Mobile,100.0
178,01866777777,1,01868888888,08/01/2014,08/01/2014,12:45:00,13:00:00,Local,60.0
179,01866777777,0,01868888888,30/12/2013,30/12/2013,00:10:00,00:42:00,Local,32.0
180,01866777777,0,01868888888,09/01/2014,09/01/2014,19:00:00,19:15:00,Local,60.0
181,01866777777,1,52888888888,01/01/2014,01/01/2014,20:30:00,20:51:00,Intl,630.0
182,01866777777,0,52888888888,11/01/2014,11/01/2014,23:35:00,23:56:00,Intl,630.0
183,01866777777,0,01868888888,19/01/2014,19/01/2014,16:30:00,17:02:00,Local,32.0
184,01866777777,0,52888888888,25/01/2014,25/01/2014,18:30:00,18:51:00,Intl,630.0
185,01866777777,1,01868888888,14/01/2014,14/01/2014,18:50:00,19:05:00,Local,60.0
186,01866777777,0,08700158888,03/02/2014,03/02/2014,17:10:00,17:31:00,National,84.0
187,01866777777,0,08700158888,06/02/2014,06/02/2014,17:45:00,17:53:00,National,64.0
188,01866777777,0,01868888888,05/02/2014,05/02/2014,21:15:00,21:30:00,Local,60.0
189,01866777777,1,01868888888,20/02/2014,20/02/2014,14:35:00,14:54:00,Local,76.0
190,01866777777,0,01868888888,02/01/2014,02/01/2014,18:15:00,18:34:00,Local,76.0
191,01866777777,1,07715888888,06/02/2014,06/02/2014,14:40:00,14:48:00,Mobile,200.0
192,01866777777,1,08700158888,30/01/2014,30/01/2014,20:20:00,20:32:00,National,96.0
193,01866777777,0,01868888888,11/02/2014,11/02/2014,20:30:00,20:49:00,Local,76.0
194,01866777777,0,01868888888,11/01/2014,11/01/2014,16:45:00,17:04:00,Local,76.0
195,01866777777,0,01868888888,22/01/2014,22/01/2014,19:50:00,20:09:00,Local,76.0
196,01866777777,0,01868888888,08/01/2014,08/01/2014,13:55:00,14:14:00,Local,76.0
197,01866777777,0,07715888888,23/02/2014,23/02/2014,18:15:00,18:31:00,Mobile,240.0
198,01866777777,0,01868888888,19/01/2014,19/01/2014,20:10:00,20:50:00,Local,40.0
199,01866777777,0,01868888888,15/01/2014,15/01/2014,18:00:00,18:19:00,Local,76.0
200,01866777777,1,08700158888,21/02/2014,21/02/2014,09:00:00,09:12:00,National,96.0
201,01866777777,1,01868888888,09/02/2014,09/02/2014,15:20:00,16:00:00,Local,40.0
202,01866777777,1,01868888888,10/01/2014,10/01/2014,17:50:00,18:09:00,Local,76.0
203,01866777777,1,07715888888,02/02/2014,02/02/2014,10:55:00,11:11:00,Mobile,240.0
204,01866777777,1,01868888888,24/01/2014,24/01/2014,18:10:00,18:29:00,Local,76.0
205,01866777777,0,08700158888,08/02/2014,08/02/2014,19:00:00,19:12:00,National,96.0
206,01866777777,0,07715888888,13/02/2014,13/02/2014,20:05:00,20:13:00,Mobile,200.0
207,01866777777,1,01868888888,13/02/2014,13/02/2014,19:25:00,19:44:00,Local,76.0
208,01866777777,1,01868888888,10/02/2014,10/02/2014,16:50:00,17:30:00,Local,40.0
209,01866777777,1,01868888888,19/01/2014,19/01/2014,22:35:00,23:15:00,Local,40.0
210,01866777777,0,08700158888,22/02/2014,22/02/2014,18:40:00,18:52:00,National,96.0
211,01866777777,0,07715888888,05/02/2014,05/02/2014,21:45:00,21:53:00,Mobile,200.0
212,01866777777,1,07715888888,31/12/2013,31/12/2013,20:35:00,20:43:00,Mobile,200.0
213,01866777777,1,01868888888,11/02/2014,11/02/2014,18:50:00,19:09:00,Local,76.0
214,01866777777,0,07715888888,30/12/2013,30/12/2013,23:05:00,23:21:00,Mobile,240.0
215,01866777777,0,01868888888,12/01/2014,12/01/2014,18:55:00,19:35:00,Local,40.0
216,01866777777,1,01868888888,10/02/2014,10/02/2014,22:20:00,23:00:00,Local,40.0
217,01866777777,0,07715888888,10/01/2014,10/01/2014,15:15:00,15:23:00,Mobile,200.0
218,01866777777,0,01868888888,05/01/2014,05/01/2014,17:25:00,18:05:00,Local,40.0
219,01866777777,0,01868888888,24/01/2014,24/01/2014,19:40:00,19:59:00,Local,76.0
220,01866777777,1,07715888888,23/01/2014,23/01/2014,15:40:00,15:48:00,Mobile,200.0
221,01866777777,1,07715888888,18/02/2014,18/02/2014,21:00:00,21:08:00,Mobile,200.0
222,01866777777,1,01868888888,07/01/2014,07/01/2014,17:40:00,17:59:00,Local,76.0
223,01866777777,1,08700158888,12/01/2014,12/01/2014,12:45:00,13:10:00,National,100.0
224,01866777777,1,01868888888,05/02/2014,05/02/2014,19:50:00,20:09:00,Local,76.0
225,01866777777,0,01868888888,30/01/2014,30/01/2014,21:30:00,21:49:00,Local,76.0
226,01866777777,0,01868888888,05/01/2014,05/01/2014,18:40:00,19:20:00,Local,40.0
227,01866777777,0,01868888888,22/02/2014,22/02/2014,22:15:00,22:34:00,Local,76.0
228,01866777777,1,01868888888,11/01/2014,11/01/2014,04:30:00,04:49:00,Local,76.0
229,01866777777,0,01868888888,13/01/2014,13/01/2014,20:00:00,20:40:00,Local,40.0
230,01866777777,1,07715888888,17/02/2014,17/02/2014,19:55:00,20:11:00,Mobile,240.0
231,01866777777,1,01868888888,17/01/2014,17/01/2014,21:05:00,21:24:00,Local,76.0
232,01866777777,1,01868888888,20/02/2014,20/02/2014,19:15:00,19:34:00,Local,76.0
233,01866777777,0,08700158888,07/01/2014,07/01/2014,20:50:00,21:02:00,National,96.0
234,01866777777,0,01868888888,02/02/2014,02/02/2014,17:20:00,18:00:00,Local,40.0
235,01866777777,0,01868888888,14/01/2014,14/01/2014,15:30:00,15:49:00,Local,76.0
236,01866777777,0,01868888888,08/01/2014,08/01/2014,18:05:00,18:24:00,Local,76.0
237,01866777777,0,08700158888,29/01/2014,29/01/2014,20:25:00,20:37:00,National,96.0
0,01866777777,0,07767922222,07/02/2014,07/02/2014,21:30:00,21:38:00,Mobile,200.0
1,01866777777,1,01862222222,23/02/2014,24/02/2014,23:35:00,00:02:00,Local,27.0
2,01866777777,1,08709922222,31/12/2013,31/12/2013,20:25:00,20:33:00,National,64.0
3,01866777777,1,07767922222,30/01/2014,30/01/2014,22:30:00,22:38:00,Mobile,200.0
4,01866777777,1,07767922222,09/02/2014,09/02/2014,14:00:00,14:16:00,Mobile,240.0
5,01866777777,0,01862222222,30/01/2014,30/01/2014,18:40:00,18:53:00,Local,52.0
6,01866777777,0,07767922222,28/01/2014,28/01/2014,19:40:00,19:48:00,Mobile,200.0
7,01866777777,0,07767922222,25/01/2014,25/01/2014,21:10:00,21:18:00,Mobile,200.0
8,01866777777,1,01862222222,21/02/2014,21/02/2014,18:00:00,18:13:00,Local,52.0
9,01866777777,1,01862222222,12/01/2014,12/01/2014,12:45:00,13:12:00,Local,27.0
10,01866777777,1,01862222222,20/01/2014,20/01/2014,20:00:00,20:27:00,Local,27.0
11,01866777777,1,38522222222,09/01/2014,09/01/2014,21:50:00,22:02:00,Intl,360.0
12,01866777777,1,08709922222,01/02/2014,01/02/2014,18:35:00,18:43:00,National,64.0
13,01866777777,1,08709922222,10/01/2014,10/01/2014,05:50:00,05:58:00,National,64.0
14,01866777777,1,01862222222,08/02/2014,08/02/2014,14:00:00,14:13:00,Local,52.0
15,01866777777,0,01862222222,15/02/2014,15/02/2014,19:35:00,19:48:00,Local,52.0
16,01866777777,0,07767922222,30/12/2013,30/12/2013,16:50:00,17:06:00,Mobile,240.0
17,01866777777,0,07767922222,10/01/2014,10/01/2014,21:05:00,21:13:00,Mobile,200.0
18,01866777777,1,01862222222,17/01/2014,17/01/2014,15:05:00,15:18:00,Local,52.0
19,01866777777,0,08709922222,10/02/2014,10/02/2014,17:55:00,18:07:00,National,48.0
20,01866777777,1,01862222222,07/02/2014,07/02/2014,21:15:00,21:28:00,Local,52.0
21,01866777777,0,01862222222,23/02/2014,23/02/2014,17:00:00,17:27:00,Local,27.0
22,01866777777,1,08709922222,08/02/2014,08/02/2014,10:45:00,10:53:00,National,64.0
23,01866777777,0,08709922222,22/02/2014,22/02/2014,20:45:00,20:53:00,National,64.0
24,01866777777,1,07767922222,24/01/2014,24/01/2014,18:30:00,18:38:00,Mobile,200.0
25,01866777777,1,01862222222,09/01/2014,09/01/2014,19:00:00,19:13:00,Local,52.0
26,01866777777,0,01862222222,12/02/2014,12/02/2014,12:20:00,12:33:00,Local,52.0
27,01866777777,0,01862222222,12/02/2014,12/02/2014,14:10:00,14:23:00,Local,52.0
28,01866777777,1,01862222222,27/01/2014,27/01/2014,15:05:00,15:32:00,Local,27.0
29,01866777777,1,01862222222,03/02/2014,03/02/2014,14:20:00,14:47:00,Local,27.0
30,01866777777,1,38522222222,16/02/2014,16/02/2014,16:45:00,17:02:00,Intl,425.0
31,01866777777,1,01862222222,21/02/2014,21/02/2014,20:15:00,20:28:00,Local,52.0
32,01866777777,0,08709922222,03/02/2014,03/02/2014,13:55:00,14:07:00,National,48.0
33,01866777777,0,01862222222,13/01/2014,13/01/2014,18:20:00,18:47:00,Local,27.0
34,01866777777,1,01862222222,23/01/2014,23/01/2014,17:05:00,17:18:00,Local,52.0
35,01866777777,0,01862222222,18/01/2014,18/01/2014,21:10:00,21:23:00,Local,52.0
36,01866777777,0,01862222222,18/02/2014,18/02/2014,19:35:00,19:48:00,Local,52.0
37,01866777777,0,01862222222,12/01/2014,13/01/2014,23:45:00,00:12:00,Local,27.0
38,01866777777,1,01862222222,26/01/2014,26/01/2014,19:45:00,20:12:00,Local,27.0
39,01866777777,1,07767922222,08/01/2014,08/01/2014,16:35:00,16:43:00,Mobile,200.0
40,01866777777,1,01862222222,03/01/2014,03/01/2014,20:25:00,20:38:00,Local,52.0
41,01866777777,0,01862222222,16/01/2014,16/01/2014,19:30:00,19:43:00,Local,52.0
42,01866777777,0,01862222222,03/02/2014,03/02/2014,12:55:00,13:22:00,Local,27.0
43,01866777777,0,01862222222,20/01/2014,20/01/2014,00:10:00,00:37:00,Local,27.0
44,01866777777,0,01862222222,17/01/2014,17/01/2014,20:10:00,20:23:00,Local,52.0
45,01866777777,0,08709922222,11/01/2014,11/01/2014,09:40:00,09:48:00,National,64.0
46,01866777777,0,01862222222,30/01/2014,30/01/2014,21:35:00,21:48:00,Local,52.0
47,01866777777,1,01862222222,02/02/2014,02/02/2014,18:10:00,18:37:00,Local,27.0
48,01866777777,1,01862222222,06/01/2014,06/01/2014,14:10:00,14:37:00,Local,27.0
49,01866777777,1,01862222222,20/02/2014,20/02/2014,19:15:00,19:28:00,Local,52.0
50,01866777777,0,01862222222,16/02/2014,16/02/2014,23:30:00,23:57:00,Local,27.0
51,01866777777,0,01862222222,09/02/2014,09/02/2014,21:10:00,21:37:00,Local,27.0
52,01866777777,0,08709922222,26/01/2014,26/01/2014,21:00:00,21:12:00,National,48.0
53,01866777777,0,01862222222,17/02/2014,17/02/2014,19:40:00,20:07:00,Local,27.0
54,01866777777,0,01862222222,17/01/2014,17/01/2014,19:25:00,19:38:00,Local,52.0
55,01866777777,1,01862222222,17/01/2014,17/01/2014,20:55:00,21:08:00,Local,52.0
56,01866777777,1,07767922222,02/02/2014,02/02/2014,17:45:00,18:01:00,Mobile,240.0
57,01866777777,0,01862222222,05/01/2014,05/01/2014,17:20:00,17:47:00,Local,27.0
58,01866777777,0,01862222222,10/02/2014,10/02/2014,20:05:00,20:32:00,Local,27.0
59,01866777777,1,01862222222,12/01/2014,12/01/2014,12:10:00,12:37:00,Local,27.0
60,01866777777,0,01862222222,14/01/2014,14/01/2014,20:15:00,20:28:00,Local,52.0
61,01866777777,1,01862222222,20/01/2014,20/01/2014,19:20:00,19:47:00,Local,27.0
62,01866777777,1,01862222222,31/12/2013,31/12/2013,10:45:00,10:58:00,Local,52.0
63,01866777777,0,01862222222,12/01/2014,12/01/2014,14:35:00,15:02:00,Local,27.0
64,01866777777,1,01862222222,14/02/2014,14/02/2014,18:20:00,18:33:00,Local,52.0
65,01866777777,0,01862222222,04/02/2014,04/02/2014,20:10:00,20:23:00,Local,52.0
66,01866777777,1,01862222222,16/02/2014,16/02/2014,16:15:00,16:42:00,Local,27.0
67,01866777777,0,01862222222,08/01/2014,08/01/2014,22:00:00,22:13:00,Local,52.0
68,01866777777,0,01862222222,04/01/2014,04/01/2014,17:45:00,17:58:00,Local,52.0
69,01866777777,1,08709922222,09/02/2014,09/02/2014,16:10:00,16:22:00,National,48.0
70,01866777777,1,38522222222,12/02/2014,12/02/2014,19:05:00,19:17:00,Intl,360.0
71,01866777777,1,01862222222,30/01/2014,30/01/2014,19:15:00,19:28:00,Local,52.0
72,01866777777,1,07767922222,19/01/2014,19/01/2014,17:55:00,18:11:00,Mobile,240.0
73,01866777777,0,01862222222,19/01/2014,19/01/2014,19:55:00,20:22:00,Local,27.0
74,01866777777,1,01862222222,23/01/2014,23/01/2014,12:05:00,12:18:00,Local,52.0
75,01866777777,0,38522222222,01/01/2014,01/01/2014,19:35:00,19:47:00,Intl,360.0
76,01866777777,1,01862222222,13/01/2014,13/01/2014,22:05:00,22:32:00,Local,27.0
77,01866777777,0,01862222222,11/02/2014,11/02/2014,10:40:00,10:53:00,Local,52.0
78,01866777777,1,08709922222,14/01/2014,14/01/2014,22:15:00,22:23:00,National,64.0
79,01866777777,0,01862222222,15/02/2014,15/02/2014,09:00:00,09:13:00,Local,52.0
80,01866777777,1,01862222222,03/02/2014,03/02/2014,00:20:00,00:47:00,Local,27.0
81,01866777777,0,01862222222,30/12/2013,30/12/2013,12:45:00,13:12:00,Local,27.0
82,01866777777,1,38522222222,25/01/2014,25/01/2014,19:30:00,19:42:00,Intl,360.0
83,01866777777,0,01862222222,05/01/2014,05/01/2014,19:55:00,20:22:00,Local,27.0
84,01866777777,0,01862222222,10/02/2014,10/02/2014,15:20:00,15:47:00,Local,27.0
85,01866777777,0,01862222222,31/12/2013,31/12/2013,03:40:00,03:53:00,Local,52.0
86,01866777777,1,01862222222,10/01/2014,10/01/2014,20:35:00,20:48:00,Local,52.0
87,01866777777,1,01862222222,30/12/2013,30/12/2013,04:55:00,05:22:00,Local,27.0
88,01866777777,1,08002465222,20/02/2014,20/02/2014,17:35:00,17:43:00,Free,0.0
89,01866777777,0,01862222222,15/01/2014,15/01/2014,18:30:00,18:43:00,Local,52.0
90,01866777777,1,01862222222,20/01/2014,20/01/2014,16:55:00,17:22:00,Local,27.0
91,01866777777,1,08709922222,20/01/2014,20/01/2014,16:30:00,16:42:00,National,48.0
92,01866777777,1,08002465222,16/02/2014,16/02/2014,17:55:00,18:03:00,Free,0.0
93,01866777777,0,07767922222,17/02/2014,17/02/2014,17:40:00,17:56:00,Mobile,240.0
94,01866777777,1,01862222222,17/01/2014,17/01/2014,12:00:00,12:13:00,Local,52.0
95,01866777777,0,07767922222,23/02/2014,23/02/2014,12:20:00,12:36:00,Mobile,240.0
96,01866777777,1,08709922222,09/02/2014,09/02/2014,22:25:00,22:37:00,National,48.0
97,01866777777,1,08709922222,30/12/2013,30/12/2013,17:10:00,17:22:00,National,48.0
98,01866777777,1,08709922222,18/02/2014,18/02/2014,18:55:00,19:03:00,National,64.0
99,01866777777,0,01862222222,01/02/2014,01/02/2014,16:35:00,16:48:00,Local,52.0
100,01866777777,0,38522222222,09/02/2014,09/02/2014,23:40:00,23:57:00,Intl,425.0
101,01866777777,1,01862222222,25/01/2014,25/01/2014,22:45:00,22:58:00,Local,52.0
102,01866777777,0,08709922222,23/02/2014,23/02/2014,18:00:00,18:12:00,National,48.0
103,01866777777,0,01862222222,03/02/2014,03/02/2014,20:05:00,20:32:00,Local,27.0
104,01866777777,0,07767922222,31/12/2013,31/12/2013,20:15:00,20:23:00,Mobile,200.0
105,01866777777,0,01862222222,02/02/2014,02/02/2014,17:05:00,17:32:00,Local,27.0
106,01866777777,0,08709922222,03/02/2014,03/02/2014,18:55:00,19:07:00,National,48.0
107,01866777777,1,08709922222,02/02/2014,02/02/2014,16:15:00,16:27:00,National,48.0
108,01866777777,0,01862222222,21/02/2014,21/02/2014,16:40:00,16:53:00,Local,52.0
109,01866777777,1,01862222222,07/02/2014,07/02/2014,15:30:00,15:43:00,Local,52.0
110,01866777777,0,08709922222,04/01/2014,04/01/2014,19:25:00,19:33:00,National,64.0
111,01866777777,0,01862222222,26/01/2014,26/01/2014,18:30:00,18:57:00,Local,27.0
112,01866777777,0,01862222222,10/01/2014,10/01/2014,20:10:00,20:23:00,Local,52.0
113,01866777777,0,07767922222,07/02/2014,07/02/2014,19:40:00,19:48:00,Mobile,200.0
114,01866777777,0,01862222222,15/02/2014,15/02/2014,19:55:00,20:08:00,Local,52.0
115,01866777777,1,01862222222,17/01/2014,17/01/2014,09:05:00,09:18:00,Local,52.0
116,01866777777,0,07767922222,09/01/2014,09/01/2014,12:20:00,12:28:00,Mobile,200.0
117,01866777777,0,01862222222,21/01/2014,21/01/2014,21:15:00,21:28:00,Local,52.0
118,01866777777,1,01862222222,31/01/2014,31/01/2014,20:10:00,20:23:00,Local,52.0
119,01866777777,0,38522222222,02/02/2014,02/02/2014,21:25:00,21:42:00,Intl,425.0
120,01866777777,1,01862222222,08/01/2014,08/01/2014,18:55:00,19:08:00,Local,52.0
121,01866777777,1,08709922222,18/02/2014,18/02/2014,20:40:00,20:48:00,National,64.0
122,01866777777,0,08709922222,06/02/2014,06/02/2014,19:25:00,19:33:00,National,64.0
123,01866777777,0,07767922222,30/12/2013,30/12/2013,15:00:00,15:16:00,Mobile,240.0
124,01866777777,0,01862222222,09/02/2014,09/02/2014,18:35:00,19:02:00,Local,27.0
125,01866777777,1,01862222222,03/01/2014,03/01/2014,18:10:00,18:23:00,Local,52.0
126,01866777777,1,08709922222,15/01/2014,15/01/2014,09:10:00,09:18:00,National,64.0
127,01866777777,1,01862222222,16/01/2014,16/01/2014,20:40:00,20:53:00,Local,52.0
128,01866777777,0,01862222222,01/01/2014,01/01/2014,21:50:00,22:03:00,Local,52.0
129,01866777777,0,01862222222,24/01/2014,24/01/2014,09:40:00,09:53:00,Local,52.0
130,01866777777,1,01862222222,09/02/2014,09/02/2014,17:50:00,18:17:00,Local,27.0
131,01866777777,1,01862222222,22/02/2014,22/02/2014,20:10:00,20:23:00,Local,52.0
132,01866777777,0,01862222222,15/01/2014,15/01/2014,19:20:00,19:33:00,Local,52.0
133,01866777777,1,01862222222,23/01/2014,23/01/2014,21:10:00,21:23:00,Local,52.0
134,01866777777,1,07767922222,19/01/2014,19/01/2014,16:10:00,16:26:00,Mobile,240.0
135,01866777777,1,01862222222,30/12/2013,30/12/2013,17:25:00,17:52:00,Local,27.0
136,01866777777,1,01862222222,29/01/2014,29/01/2014,18:45:00,18:58:00,Local,52.0
137,01866777777,0,01862222222,28/01/2014,28/01/2014,22:25:00,22:38:00,Local,52.0
138,01866777777,0,01862222222,20/01/2014,20/01/2014,22:35:00,23:02:00,Local,27.0
139,01866777777,0,01862222222,11/01/2014,11/01/2014,21:35:00,21:48:00,Local,52.0
140,01866777777,0,01862222222,23/01/2014,23/01/2014,20:55:00,21:08:00,Local,52.0
141,01866777777,0,01862222222,31/12/2013,31/12/2013,19:45:00,19:58:00,Local,52.0
142,01866777777,0,38522222222,02/01/2014,02/01/2014,14:35:00,14:47:00,Intl,360.0
143,01866777777,0,01862222222,22/02/2014,22/02/2014,06:25:00,06:38:00,Local,52.0
144,01866777777,0,07767922222,31/01/2014,31/01/2014,06:20:00,06:28:00,Mobile,200.0
145,01866777777,0,08709922222,14/01/2014,14/01/2014,13:00:00,13:08:00,National,64.0
146,01866777777,0,01862222222,18/01/2014,18/01/2014,09:20:00,09:33:00,Local,52.0
147,01866777777,0,01862222222,17/01/2014,17/01/2014,13:15:00,13:28:00,Local,52.0
148,01866777777,1,01862222222,25/01/2014,25/01/2014,18:30:00,18:43:00,Local,52.0
149,01866777777,1,07767922222,04/01/2014,04/01/2014,18:10:00,18:18:00,Mobile,200.0
150,01866777777,0,08709922222,08/01/2014,08/01/2014,18:25:00,18:33:00,National,64.0
151,01866777777,1,01862222222,24/01/2014,24/01/2014,22:10:00,22:23:00,Local,52.0
152,01866777777,1,07767922222,02/02/2014,02/02/2014,16:35:00,16:51:00,Mobile,240.0
153,01866777777,1,08709922222,12/01/2014,12/01/2014,17:30:00,17:42:00,National,48.0
154,01866777777,1,08709922222,15/02/2014,15/02/2014,20:45:00,20:53:00,National,64.0
155,01866777777,1,01862222222,06/01/2014,06/01/2014,15:40:00,16:07:00,Local,27.0
156,01866777777,0,01862222222,05/01/2014,05/01/2014,19:25:00,19:52:00,Local,27.0
157,01866777777,1,01862222222,24/01/2014,24/01/2014,15:15:00,15:28:00,Local,52.0
158,01866777777,0,38522222222,14/01/2014,14/01/2014,19:20:00,19:32:00,Intl,360.0
159,01866777777,1,01862222222,26/01/2014,26/01/2014,16:50:00,17:17:00,Local,27.0
160,01866777777,0,08709922222,03/02/2014,03/02/2014,16:50:00,17:02:00,National,48.0
161,01866777777,0,01862222222,17/01/2014,17/01/2014,21:30:00,21:43:00,Local,52.0
162,01866777777,0,08709922222,06/01/2014,06/01/2014,19:10:00,19:22:00,National,48.0
163,01866777777,0,38522222222,10/02/2014,10/02/2014,16:40:00,16:57:00,Intl,425.0
164,01866777777,1,08709922222,25/01/2014,25/01/2014,14:05:00,14:13:00,National,64.0
165,01866777777,0,01862222222,12/01/2014,12/01/2014,06:55:00,07:22:00,Local,27.0
166,01866777777,0,08709922222,20/02/2014,20/02/2014,19:40:00,19:48:00,National,64.0
167,01866777777,1,08709922222,01/02/2014,01/02/2014,13:05:00,13:13:00,National,64.0
168,01866777777,0,01862222222,22/02/2014,22/02/2014,22:05:00,22:18:00,Local,52.0
169,01866777777,1,01862222222,19/01/2014,19/01/2014,17:25:00,17:52:00,Local,27.0
170,01866777777,0,01862222222,13/01/2014,13/01/2014,22:45:00,23:12:00,Local,27.0
171,01866777777,1,01862222222,22/02/2014,22/02/2014,19:00:00,19:13:00,Local,52.0
172,01866777777,0,01862222222,20/01/2014,20/01/2014,18:00:00,18:27:00,Local,27.0
173,01866777777,0,38522222222,08/02/2014,08/02/2014,11:10:00,11:22:00,Intl,360.0
174,01866777777,1,01862222222,16/01/2014,16/01/2014,21:45:00,21:58:00,Local,52.0
175,01866777777,0,07767922222,17/02/2014,17/02/2014,17:15:00,17:31:00,Mobile,240.0
0,01437577777,0,01435555555,06/01/2014,06/01/2014,17:25:00,17:59:00,Local,34.0
1,01437577777,0,01435555555,21/01/2014,21/01/2014,21:05:00,21:21:00,Local,64.0
2,01437577777,1,01435555555,29/01/2014,29/01/2014,08:55:00,09:11:00,Local,64.0
3,01437577777,1,29155555555,19/01/2014,19/01/2014,12:45:00,13:11:00,Intl,650.0
4,01437577777,1,08700135555,13/01/2014,13/01/2014,17:10:00,17:31:00,National,84.0
5,01437577777,0,01435555555,05/01/2014,05/01/2014,16:20:00,16:54:00,Local,34.0
6,01437577777,1,01435555555,10/02/2014,10/02/2014,16:05:00,16:39:00,Local,34.0
7,01437577777,1,01435555555,03/02/2014,03/02/2014,21:20:00,21:54:00,Local,34.0
8,01437577777,1,07767255555,08/01/2014,08/01/2014,19:50:00,19:56:00,Mobile,150.0
9,01437577777,0,01435555555,26/01/2014,26/01/2014,14:30:00,15:04:00,Local,34.0
10,01437577777,1,01435555555,25/01/2014,25/01/2014,04:40:00,04:56:00,Local,64.0
11,01437577777,0,08700135555,05/01/2014,05/01/2014,15:00:00,15:21:00,National,84.0
12,01437577777,1,29155555555,06/01/2014,06/01/2014,14:40:00,15:06:00,Intl,650.0
13,01437577777,1,01435555555,19/01/2014,19/01/2014,16:00:00,16:34:00,Local,34.0
14,01437577777,1,01435555555,19/01/2014,19/01/2014,11:35:00,12:09:00,Local,34.0
15,01437577777,1,29155555555,05/02/2014,05/02/2014,21:50:00,22:11:00,Intl,630.0
16,01437577777,0,01435555555,23/01/2014,23/01/2014,20:40:00,20:56:00,Local,64.0
